Extraction Date:,9/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A2A,A2B,A2C,A3B,A4,A5,B2,B3,B4,B5,B6,B7,B8,C2A,C2A.1,C2A.2,C2A.3,C2A.4,C2B,C2C,C3A,C3B,C3C,D2,D3
2018,Michigan,Cross Creek Charter Academy,,2600150,2017-18,106580,121524,14944,+,121524,18228.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Chatfield School,,2600151,2017-18,36980,40834,3854,+,40834,6125.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,North Star Academy,,2600153,2017-18,6551,+,-6551,+,0,0,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Pontiac Academy for Excellence,,2600156,2017-18,228078,190130,-37948,575,190705,28605.75,2,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Great Lakes Academy,,2600157,2017-18,33929,38410,4481,+,38410,5761.5,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Eagle Crest Charter Academy,,2600159,2017-18,117598,142368,24770,+,142368,21355.2,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Saginaw Preparatory Academy,,2600161,2017-18,88982,95293,6311,5050,100343,15051.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Central Academy,,2600163,2017-18,57984,75623,17639,+,75623,11343.45,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Academy for Business and Technology,,2600166,2017-18,189609,174820,-14789,+,174820,26223,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Chandler Park Academy,,2600168,2017-18,194116,187743,-6373,+,187743,28161.45,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Marvin L  Winans Academy of Performing Arts,,2600169,2017-18,57030,46464,-10566,+,46464,6969.6,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Community Schools,,2600170,2017-18,102654,89056,-13598,+,89056,13358.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Henry Ford Academy,,2600171,2017-18,83644,118096,34452,+,118096,17714.4,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,The Dearborn Academy,,2600173,2017-18,86955,94815,7860,+,94815,14222.25,1,+,0,0,+,+,+,1,0,1,0,0,14222,15,0,+,0,+,0
2018,Michigan,Detroit Academy of Arts and Sciences,,2600174,2017-18,194607,161946,-32661,+,161946,24291.9,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Dove Academy of Detroit,,2600175,2017-18,77941,114077,36136,+,114077,17111.55,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Timbuktu Academy of Science and Technology,,2600178,2017-18,57030,54208,-2822,+,54208,8131.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,William C Abney Academy,,2600185,2017-18,80402,54011,-26391,+,54011,8101.65,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Grand Blanc Academy,,2600193,2017-18,95762,117834,22072,+,117834,17675.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Northridge Academy,,2600194,2017-18,49787,60758,10971,+,60758,9113.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,International Academy of Flint,,2600195,2017-18,239204,198845,-40359,1765,200610,30091.5,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Linden Charter Academy,,2600197,2017-18,134381,141769,7388,+,141769,21265.35,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Creative Technologies Academy,,2600207,2017-18,97231,81016,-16215,+,81016,12152.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Ridge Park Charter Academy,,2600208,2017-18,108450,119595,11145,+,119595,17939.25,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Chandler Woods Charter Academy,,2600209,2017-18,149586,136956,-12630,+,136956,20543.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Conner Creek Academy East,,2600210,2017-18,172479,160337,-12142,+,160337,24050.55,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Huron Academy,,2600211,2017-18,70274,78733,8459,+,78733,11809.95,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Global Preparatory Academy,,2600212,2017-18,15195,15028,-167,+,15028,2254.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Timberland Academy,,2600214,2017-18,140952,147501,6549,1717,149218,22382.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Dr Joseph F Pollack Academic Center of Excellence,,2600215,2017-18,103672,120992,17320,3451,124443,18666.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Holly Academy,,2600216,2017-18,162105,153640,-8465,2876,156516,23477.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Oakland International Academy,,2600217,2017-18,77941,69018,-8923,+,69018,10352.7,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Francis Reh PSA,,2600218,2017-18,88982,85763,-3219,3367,89130,13369.5,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,North Saginaw Charter Academy,,2600219,2017-18,124204,129598,5394,4208,133806,20070.9,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Landmark Academy,,2600220,2017-18,190166,199571,9405,1306,200877,30131.55,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Ann Arbor Learning Community,,2600222,2017-18,28164,20166,-7998,+,20166,3024.9,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,South Arbor Charter Academy,,2600223,2017-18,77864,109234,31370,+,109234,16385.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,George Crockett Academy,,2600224,2017-18,104555,120032,15477,+,120032,18004.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Summit Academy North,,2600225,2017-18,382101,418707,36606,+,418707,62806.05,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Voyageur Academy,,2600227,2017-18,163486,207152,43666,+,207152,31072.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Star International Academy,,2600228,2017-18,123565,170997,47432,+,170997,25649.55,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Hope Academy,,2600229,2017-18,89347,98058,8711,+,98058,14708.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Weston Preparatory Academy,,2600230,2017-18,34218,63888,29670,+,63888,9583.2,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Edison Public School Academy,,2600232,2017-18,83153,95444,12291,+,95444,14316.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,David Ellis Academy,,2600234,2017-18,66535,83199,16664,+,83199,12479.85,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Universal Academy,,2600237,2017-18,53933,81892,27959,+,81892,12283.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Service Learning Academy,,2600239,2017-18,305570,287688,-17882,+,287688,43153.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Old Redford Academy,,2600242,2017-18,342180,325150,-17030,+,325150,48772.5,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Hope of Detroit Academy,,2600243,2017-18,197641,230915,33274,+,230915,34637.25,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Joy Preparatory Academy,,2600244,2017-18,41822,70954,29132,+,70954,10643.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,West Village Academy,,2600245,2017-18,105965,123855,17890,+,123855,18578.25,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,New Beginnings Academy,Closed,2600248,2017-18,14910,+,-14910,+,0,0,+,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,George Washington Carver Academy,,2600249,2017-18,105260,89685,-15575,+,89685,13452.75,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Burton Glen Charter Academy,,2600251,2017-18,150932,123358,-27574,1071,124429,18664.35,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Grand Rapids Child Discovery Center,,2600252,2017-18,35527,36650,1123,+,36650,5497.5,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Walton Charter Academy,,2600254,2017-18,114981,122912,7931,2300,125212,18781.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Advanced Technology Academy,,2600255,2017-18,211225,221864,10639,+,221864,33279.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Metro Charter Academy,,2600262,2017-18,161308,145200,-16108,+,145200,21780,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Canton Charter Academy,,2600263,2017-18,66535,76762,10227,+,76762,11514.3,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Arts and Technology Academy of Pontiac,,2600267,2017-18,147025,174766,27741,2876,177642,26646.3,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Creative Montessori Academy,,2600270,2017-18,142575,108416,-34159,+,108416,16262.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Warrendale Charter Academy,,2600271,2017-18,158488,134842,-23646,+,134842,20226.3,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Arts Academy in the Woods,,2600273,2017-18,78588,67095,-11493,+,67095,10064.25,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Trillium Academy,,2600277,2017-18,143985,141957,-2028,+,141957,21293.55,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Merit Charter Academy,,2600278,2017-18,157292,150910,-6382,+,150910,22636.5,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Merritt Academy,,2600281,2017-18,119000,93576,-25424,+,93576,14036.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Mt Clemens Montessori Academy,,2600283,2017-18,31152,46829,15677,+,46829,7024.35,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Bradford Academy,,2600284,2017-18,371333,391782,20449,1150,392932,58939.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Ojibwe Charter School,,2600285,2017-18,17995,15631,-2364,+,15631,2344.65,2,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Richfield Public School Academy,,2600286,2017-18,191390,213575,22185,5928,219503,32925.45,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,0
2018,Michigan,Hamtramck Academy,,2600287,2017-18,63438,69018,5580,+,69018,10352.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Three Oaks Public School Academy,,2600288,2017-18,84247,102245,17998,+,102245,15336.75,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Keystone Academy,,2600289,2017-18,109767,145102,35335,+,145102,21765.3,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Riverside Academy,,2600291,2017-18,132579,116160,-16419,+,116160,17424,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Life Skills Center of Pontiac,,2600292,2017-18,41469,46092,4623,+,46092,6913.8,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Great Oaks Academy,,2600294,2017-18,84469,90426,5957,+,90426,13563.9,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Crescent Academy,,2600295,2017-18,94247,84502,-9745,1725,86227,12934.05,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Laurus Academy,,2600296,2017-18,126291,126753,462,1150,127903,19185.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Universal Learning Academy,,2600300,2017-18,46329,74777,28448,+,74777,11216.55,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Frontier International Academy,,2600301,2017-18,41822,40656,-1166,+,40656,6098.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Enterprise Academy,,2600302,2017-18,114765,120612,5847,+,120612,18091.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Hanley International Academy,,2600305,2017-18,98852,107109,8257,+,107109,16066.35,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Bridge Academy,,2600306,2017-18,67240,69696,2456,+,69696,10454.4,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Premier Academy,,2600307,2017-18,116666,114175,-2491,+,114175,17126.25,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Academy of Warren,,2600308,2017-18,74993,89883,14890,+,89883,13482.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Prevail Academy,,2600310,2017-18,135536,152925,17389,+,152925,22938.75,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,American Montessori Academy,,2600312,2017-18,105260,107738,2478,+,107738,16160.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Fortis Academy,,2600314,2017-18,110998,132761,21763,+,132761,19914.15,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Multicultural Academy,,2600315,2017-18,26507,16805,-9702,+,16805,2520.75,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,St. Clair County Intervention Academy,,2600316,2017-18,27167,14783,-12384,+,14783,2217.45,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Madison Academy,,2600317,2017-18,103118,115993,12875,+,115993,17398.95,1,+,0,0,+,+,+,1,1,0,0,0,17399,15,0,+,0,+,2
2018,Michigan,Saginaw Learn to Earn Academy,,2600318,2017-18,53760,64799,11039,+,64799,9719.85,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Covenant House Academy Detroit,,2600322,2017-18,153981,230384,76403,+,230384,34557.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Taylor Exemplar Academy,,2600331,2017-18,162995,163784,789,+,163784,24567.6,1,+,0,0,+,+,+,1,0,1,0,0,24568,15,0,+,0,+,+
2018,Michigan,David Ellis Academy West,,2600333,2017-18,107161,106431,-730,+,106431,15964.65,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,ACE Academy (SDA),,2600943,2017-18,83644,58080,-25564,+,58080,8712,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Flagship Charter Academy,,2600945,2017-18,120682,134842,14160,+,134842,20226.3,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,International Academy of Saginaw,,2600946,2017-18,64883,72423,7540,+,72423,10863.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Clara B Ford Academy (SDA),,2600947,2017-18,68436,67760,-676,+,67760,10164,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Lighthouse Academy,,2600949,2017-18,173894,222831,48937,+,222831,33424.65,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Reach Charter Academy,,2600950,2017-18,121013,107072,-13941,+,107072,16060.8,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,0
2018,Michigan,Vista Meadows Academy,,2600951,2017-18,39921,48400,8479,+,48400,7260,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,University Preparatory Science and Math (PSAD),,2600952,2017-18,206013,236094,30081,+,236094,35414.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,University Preparatory Academy (PSAD),,2600956,2017-18,358093,403219,45126,+,403219,60482.85,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Washington Parks Academy,,2600958,2017-18,244033,190357,-53676,+,190357,28553.55,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Henry Ford Academy: School for Creative Studies (PSAD),,2600961,2017-18,211011,185856,-25155,+,185856,27878.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Achieve Charter Academy,,2600963,2017-18,109767,95395,-14372,+,95395,14309.25,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Four Corners Montessori Academy,,2600964,2017-18,82937,90263,7326,+,90263,13539.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Quest Charter Academy,,2600965,2017-18,168698,188274,19576,+,188274,28241.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Three Lakes Academy,,2600966,2017-18,6748,2359,-4389,+,2359,353.85,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Michigan Mathematics and Science Academy,,2600967,2017-18,47164,71852,24688,+,71852,10777.8,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Virtual Learning Academy of St Clair County,,2600968,2017-18,57955,68372,10417,+,68372,10255.8,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,University Yes Academy,,2600971,2017-18,128072,85184,-42888,+,85184,12777.6,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Michigan Virtual Charter Academy,,2600972,2017-18,838433,535255,-303178,+,535255,80288.25,2,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Global Heights Academy,,2600973,2017-18,28515,65146,36631,+,65146,9771.9,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Leadership Academy,,2600974,2017-18,172991,151637,-21354,+,151637,22745.55,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,West Michigan Aviation Academy,,2600977,2017-18,66881,40818,-26063,+,40818,6122.7,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Legacy Charter Academy,,2600979,2017-18,135676,143264,7588,+,143264,21489.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,DeTour Arts and Technology Academy,,2600980,2017-18,4499,9163,4664,+,9163,1374.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Wellspring Preparatory High School,,2600981,2017-18,54225,48224,-6001,+,48224,7233.6,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Regent Park Scholars Charter Academy,,2600985,2017-18,167288,167705,417,+,167705,25155.75,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,American International Academy,,2600986,2017-18,96951,127776,30825,+,127776,19166.4,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Hamilton Academy,Closed,2600987,2017-18,58931,73568,14637,+,73568,11035.2,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Hope Academy of West Michigan,,2600988,2017-18,48216,52082,3866,+,52082,7812.3,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,0
2018,Michigan,Arbor Preparatory High School,,2600989,2017-18,82834,92429,9595,+,92429,13864.35,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,GEE Edmonson Academy,Closed,2600991,2017-18,45838,+,-45838,+,0,0,+,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Jalen Rose Leadership Academy,,2600993,2017-18,110258,123904,13646,+,123904,18585.6,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Noor International Academy,,2600995,2017-18,26758,32923,6165,+,32923,4938.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,East Arbor Charter Academy,,2600996,2017-18,114311,105873,-8438,+,105873,15880.95,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,South Canton Scholars Charter Academy,,2600997,2017-18,119977,134115,14138,+,134115,20117.25,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,New Paradigm Loving Academy,,2600998,2017-18,53933,61903,7970,+,61903,9285.45,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,GEE White Academy,Closed,2600999,2017-18,68436,+,-68436,+,0,0,+,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Detroit Innovation Academy,,2601003,2017-18,59636,52223,-7413,+,52223,7833.45,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,WSC Academy,,2601006,2017-18,28164,31930,3766,+,31930,4789.5,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Madison-Carver Academy,,2601008,2017-18,123565,92928,-30637,+,92928,13939.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Michigan Educational Choice Center,,2601010,2017-18,233823,245194,11371,+,245194,36779.1,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Innocademy,,2601011,2017-18,45635,46855,1220,+,46855,7028.25,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Rutherford Winans Academy,,2601012,2017-18,29220,21925,-7295,+,21925,3288.75,2,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Capstone Academy Charter School (SDA),,2601013,2017-18,87446,65824,-21622,+,65824,9873.6,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Highland Park Public School Academy System,,2601014,2017-18,108917,102703,-6214,+,102703,15405.45,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Caniff Liberty Academy,,2601016,2017-18,53228,44528,-8700,+,44528,6679.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Nexus Academy of Grand Rapids,,2601017,2017-18,28875,13588,-15287,+,13588,2038.2,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,The New Standard Academy,,2601018,2017-18,70016,71805,1789,+,71805,10770.75,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Plymouth Scholars Charter Academy,,2601020,2017-18,112864,102559,-10305,+,102559,15383.85,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,South Pointe Scholars Charter Academy,,2601021,2017-18,127564,129400,1836,+,129400,19410,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,W-A-Y Academy,,2601023,2017-18,119763,89056,-30707,+,89056,13358.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Faxon Language Immersion Academy,,2601027,2017-18,7540,5761,-1779,+,5761,864.15,2,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Charlton Heston Academy,,2601028,2017-18,131642,184820,53178,+,184820,27723,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Muskegon Heights Public School Academy System,,2601029,2017-18,260843,243041,-17802,19464,262505,39375.75,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Cornerstone Health and Technology School,,2601030,2017-18,98852,135520,36668,+,135520,20328,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,River City Scholars Charter Academy,,2601031,2017-18,76663,69442,-7221,+,69442,10416.3,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Escuela Avancemos,,2601032,2017-18,24713,44479,19766,+,44479,6671.85,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,International Preparatory Academy   MacDowell Campus,,2601033,2017-18,83644,69696,-13948,+,69696,10454.4,1,+,†,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Macomb Montessori Academy,,2601035,2017-18,19297,36138,16841,+,36138,5420.7,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Tipton Academy,,2601036,2017-18,91248,93557,2309,+,93557,14033.55,1,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Greater Heights Academy,,2601037,2017-18,57143,73646,16503,+,73646,11046.9,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,Genesee STEM Academy,,2601039,2017-18,57143,71805,14662,+,71805,10770.75,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
2018,Michigan,ICademy Global,,2601040,2017-18,36859,43251,6392,+,43251,6487.65,2,+,0,0,+,+,+,0,0,0,0,0,+,0,0,+,0,+,+
